,Date,Open,High,Low,Close,Volume,Pearson,education,Edexcel,publisher,penguin,books
25,2017-02-07,547.4543134011607,572.6295312426794,547.4543134011607,569.2159423828125,4852351,92,100,88,90,62,91
26,2017-02-08,566.2291507343542,566.2291507343542,551.2946968717299,560.6820678710938,4703725,100,99,78,93,58,86
27,2017-02-09,560.6820564963601,564.5223445545544,555.1349737456351,563.2422485351562,3519253,78,82,75,100,60,90
28,2017-02-10,566.6558552035659,568.362649948155,554.7082919914426,559.4019775390625,2796998,80,69,66,65,60,83
29,2017-02-13,556.841802640994,562.3888857324368,553.42821304626,555.5617065429688,4564260,100,73,55,84,51,88
30,2017-02-14,554.7082844433223,575.6165197800321,553.7695681814686,561.1087646484375,3782149,83,74,51,83,50,86
31,2017-02-15,563.6689548202561,565.375749535836,555.9883786001466,561.5354614257812,2904744,83,76,61,85,49,84
32,2017-02-16,561.5354538426254,565.3757419008198,559.401960476962,563.2422485351562,2263132,97,75,55,76,42,92
33,2017-02-17,564.9490717543357,571.7762508691917,559.4019887235152,570.4961547851562,3387967,72,65,52,83,43,86
34,2017-02-20,569.2160354792376,573.9097209292163,544.0408135202608,548.3078002929688,4352829,71,67,81,66,41,89
35,2017-02-21,547.0277574064197,551.721443312403,542.3340715004364,550.0146484375,5316223,83,78,77,92,45,93
36,2017-02-22,550.8680853757264,556.8418678662455,534.6535329014603,541.480712890625,5365730,96,79,81,94,44,96
37,2017-02-23,541.9073070608795,554.7082670701916,538.9204163920399,551.294677734375,6592297,85,76,60,83,43,90
38,2017-02-24,554.708286326044,596.9514558231813,533.8000509183701,560.6820678710938,10151055,81,66,66,80,43,83
39,2017-02-27,566.6558398289424,572.2029225983522,554.7082769409827,562.8155517578125,3945136,97,78,96,85,39,92
40,2017-02-28,568.7893995064302,587.1374446517989,567.9360020578084,575.1898803710938,7039898,90,78,99,80,44,100
41,2017-03-01,578.1767404953406,588.1358736032822,576.8966443909229,582.0170288085938,3970183,96,96,86,76,30,91
42,2017-03-02,575.1898288352273,593.213577168248,573.9097327769887,586.710693359375,5611816,97,93,94,79,24,100
43,2017-03-03,579.4568500785856,587.1374268837509,575.3494582834187,579.0301513671875,4299754,85,81,50,73,30,86
44,2017-03-06,578.603389779317,586.2839657498389,570.0694164787371,579.456787109375,3047667,90,94,88,87,23,88
45,2017-03-07,581.5902766508215,586.7106605978573,575.6164953792796,580.3101806640625,2883911,100,98,72,100,23,91
46,2017-03-08,576.0431940415326,582.8703726375804,572.2029060812557,580.3101806640625,2141039,95,100,76,86,23,87
47,2017-03-09,580.7368868937535,583.7237775684458,577.9676167066251,578.6033935546875,3264498,82,93,81,78,26,85
48,2017-03-10,580.3101939266907,582.8703859587201,574.7631111906267,577.3233032226562,3027290,80,83,54,68,26,81
49,2017-03-13,570.0693820771717,576.0431630270822,568.3625875200544,573.4829711914062,3569072,82,85,78,75,22,83
50,2017-03-14,568.3625993399784,571.3494898770504,555.9883385435375,556.8417358398438,5756259,89,90,96,72,25,81
51,2017-03-15,558.5485304324562,561.5354209695282,547.4543655804747,556.8417358398438,4001074,89,90,74,74,26,80
52,2017-03-16,559.828662924412,565.3160016474247,555.9883748403269,562.3888549804688,3852813,89,86,82,71,24,83
53,2017-03-17,561.9621290940505,563.2422250600962,554.2815532977764,554.708251953125,8057174,74,79,56,62,28,78
54,2017-03-20,558.9753555684298,561.1088492919735,553.0015731425077,555.9884643554688,2600441,91,93,87,67,26,85
55,2017-03-21,555.5617480394317,561.9622290076279,551.2947607273009,559.8287353515625,2973338,90,92,100,77,25,82
56,2017-03-22,557.6952214436786,559.8287150222695,546.6010548350056,550.8680419921875,2774573,82,90,87,79,26,84
57,2017-03-23,552.1481174258735,552.1481174258735,537.6403616357037,541.9073486328125,4393451,75,96,79,80,27,83
58,2017-03-24,542.7607137328816,549.5878925219745,538.0670283153803,549.1611938476562,3499894,73,81,53,68,26,82
59,2017-03-27,542.7606924337234,545.3208843791655,535.5068152549708,540.2005004882812,2522994,82,88,70,83,25,83
60,2017-03-28,543.6141835654654,560.6821328139887,542.7607861030393,559.8287353515625,4597990,96,96,87,75,30,87
61,2017-03-29,562.3889691097473,564.9491616853608,558.9753790089295,564.0957641601562,3716350,78,95,81,92,75,86
62,2017-03-30,565.3757723505626,571.9896021403238,562.1652709428042,570.0694580078125,2528989,80,91,97,75,100,85
63,2017-03-31,570.9228008563703,584.1504591721755,569.6427048903246,582.4436645507812,4315986,72,80,58,69,58,77
64,2017-04-03,581.5902899427055,582.8703859587201,571.5244828545366,577.3233032226562,3210400,94,93,62,77,69,91
65,2017-04-04,577.7500829793828,590.1559110762121,577.6920577856174,586.2840576171875,4803009,100,98,60,80,62,100
66,2017-04-05,587.9907470703125,588.6649121943575,573.9096914438101,582.4436645507812,4331668,84,96,62,78,57,94
67,2017-04-06,565.8280726841518,579.9917548390068,550.5596961196588,572.1150512695312,7120297,95,99,54,93,57,94
68,2017-04-07,571.2170446424208,577.0549546898669,568.0735546168729,574.3605346679688,3800163,80,88,45,75,55,87
69,2017-04-10,574.8095126868608,579.7492819365135,570.3188133689946,570.7678833007812,4480781,82,94,58,85,47,91
70,2017-04-11,573.0132788066545,576.6058385483891,564.0318794523182,565.3790893554688,10176861,92,97,68,88,44,94
71,2017-04-12,568.0734637100616,573.9113728232875,564.0588048325807,570.7678833007812,3669618,78,91,55,74,47,89
72,2017-04-13,568.9715650958034,571.6659845043076,559.5410971660388,568.0734252929688,4692437,76,91,51,65,47,87
73,2017-04-18,567.6243880631088,568.522527917639,551.0088007542994,553.254150390625,4085201,86,95,67,83,44,92
74,2017-04-19,552.356022161732,556.8467215289005,541.7463063619361,555.49951171875,5398504,89,94,78,94,39,94
75,2017-04-20,555.9486350496452,565.3791046264162,554.1523551302602,563.5828247070312,6111315,86,94,71,94,38,95
76,2017-04-21,563.133625330959,566.7261843442348,559.5410663176834,564.4808349609375,3815571,78,86,62,72,43,90
77,2017-04-24,571.6660804748535,576.6058502197266,571.6660804748535,574.8095703125,5178286,93,100,100,93,39,99
78,2017-04-25,576.156768727022,577.0549086626837,572.564208984375,572.564208984375,2927331,100,99,90,100,55,97
79,2017-04-26,573.4622919853317,575.8235270773611,569.600301609036,575.7076416015625,2005111,96,99,79,93,44,92
80,2017-04-27,572.5642013848528,575.7076911179461,569.4207116517595,573.4623413085938,2543925,93,96,89,91,42,90
81,2017-04-28,574.3603858052285,576.6057352415273,570.7678267071504,573.9113159179688,3800513,75,84,67,70,38,87
82,2017-05-02,577.9530487415127,581.0965385171075,569.8697893185545,579.7493286132812,4150107,91,86,58,88,87,92
83,2017-05-03,579.7493663128332,594.1196062214394,579.7493663128332,589.62890625,4376636,83,84,68,86,83,94
84,2017-05-04,589.6288034270962,593.6704326965888,584.2399644011059,590.9760131835938,2949067,77,100,59,90,82,91
85,2017-05-05,656.5403098621588,694.2621881305728,652.0496100682999,664.1744995117188,18165800,74,79,49,66,82,85
86,2017-05-08,651.1514397585105,660.1328389275934,648.9060899662397,653.3967895507812,6294657,85,86,64,73,74,89
87,2017-05-09,648.4570615181157,665.4858151672952,648.4570615181157,659.2347412109375,3483535,85,85,71,89,87,90
88,2017-05-10,656.0912283845814,659.6837881567078,647.1098289542655,647.5588989257812,3442294,77,82,62,78,79,87
89,2017-05-11,641.7209584137953,649.3551475621749,634.5358392153204,636.7811889648438,4123751,79,79,65,100,88,89
90,2017-05-12,635.8830097712214,641.720918759234,626.4525414059702,626.901611328125,6404992,65,76,66,63,78,89
91,2017-05-15,631.3923333696324,631.3923333696324,616.5730254029198,624.2072143554688,4103489,75,87,97,72,71,87
92,2017-05-16,626.4525905539772,626.4525905539772,617.0221214488636,617.47119140625,3444085,72,82,90,84,71,88
93,2017-05-17,616.1239818405711,628.697940653644,610.2860723916443,624.6563110351562,3328705,69,85,100,73,81,89
94,2017-05-18,621.0637513742782,626.4525908655952,618.3693316286198,624.6563110351562,2683345,69,79,71,71,81,85
95,2017-05-19,625.5544015616606,634.6184108900948,623.3090519508864,626.901611328125,2998669,64,74,57,53,84,84
96,2017-05-22,628.2488670567103,631.3923567417689,626.4642634940519,628.6979370117188,2345145,71,84,67,72,67,83
97,2017-05-23,630.9433097237322,633.1886595804003,626.0035400390624,626.0035400390625,4954865,70,81,78,64,83,83
98,2017-05-24,624.6563530298063,626.4526329810063,620.6147231396063,623.3091430664062,2781652,65,80,96,78,91,84
99,2017-05-25,624.2071909144305,625.554400678994,618.8183518561765,619.7164916992188,6152309,68,76,66,76,80,82
100,2017-05-26,621.5127648174848,627.7997436523438,618.818345316831,627.7997436523438,2553988,64,65,39,57,100,78
101,2017-05-30,626.4525872366769,633.1886365618024,626.4525872366769,628.6979370117188,2961098,61,79,39,78,80,90
102,2017-05-31,630.4941981613257,637.6793172286912,627.9973429727243,634.5358276367188,3733004,62,74,44,72,75,87
103,2017-06-01,639.9246978222862,641.830559079241,635.4339981884457,638.12841796875,1918636,95,95,43,77,84,96
104,2017-06-02,639.4755367335111,643.9662357274262,638.4337186868881,641.7208862304688,1809441,82,82,35,76,71,92
105,2017-06-05,639.9246978222862,642.1700476392066,634.9849282250616,638.12841796875,1505806,100,92,70,79,75,96
106,2017-06-06,636.7811011379675,638.5773806898377,633.246923312387,636.33203125,1842011,83,100,82,94,75,99
107,2017-06-07,635.8830374618498,640.3737368789533,628.6979183944843,634.5358276367188,3126131,96,97,100,75,76,91
108,2017-06-08,635.4339791151297,636.7811889648438,631.8414195158922,636.7811889648438,1827338,96,100,90,86,73,93
109,2017-06-09,643.0681344593859,650.7023232064596,639.0265051226997,644.4153442382812,3861857,82,85,43,62,87,91
110,2017-06-12,641.7209065052687,651.1513746904405,638.1283471966317,650.2532348632812,2192705,90,91,57,75,100,98
111,2017-06-13,652.4986029116534,652.4986029116534,641.7209246804905,644.4153442382812,2141537,89,91,79,78,79,94
112,2017-06-14,644.8644715200832,651.6005210136773,640.8228418239266,648.45703125,2007155,91,88,54,100,86,90
113,2017-06-15,648.0079958193271,649.8042757800182,636.3321760748347,640.8228759765625,2076245,86,92,49,82,75,90
114,2017-06-16,641.7209280476831,649.8041867634691,638.1283686184448,640.3737182617188,5142348,85,80,39,74,69,90
115,2017-06-19,645.3136382559189,645.6908417350536,633.1887473492316,633.6378173828125,2336507,75,90,49,70,66,96
116,2017-06-20,633.6376163182633,643.5171539220917,633.6376163182633,639.4755249023438,96993,76,94,64,87,70,100
117,2017-06-21,639.0264892578125,641.2718388335603,632.7395104457188,639.0264892578125,118268,70,90,36,66,68,94
118,2017-06-22,639.0265270538222,641.271876762374,634.5358276367188,634.5358276367188,490160,77,84,42,71,65,98
119,2017-06-23,633.188682448696,638.5775222993233,632.7396124611438,637.6793823242188,166710,66,81,34,76,67,94
120,2017-06-26,639.9246305510907,641.7774825001576,632.2904419760953,635.6441040039062,1372134,90,80,30,68,66,96
121,2017-06-27,631.8414323511358,636.3321319414068,627.3507327608647,633.875732421875,104015,81,88,24,84,71,99
122,2017-06-28,633.6376836784873,639.5249839982768,628.6979143514402,631.392333984375,126227,84,85,22,73,67,100
123,2017-06-29,632.7395431847881,634.535822938329,621.3861648963402,624.2072143554688,5818008,89,84,16,58,73,95
124,2017-06-30,623.3091316361059,630.4942513091446,619.7165717995865,621.0637817382812,493403,73,74,10,59,61,89
125,2017-07-03,621.5128210227273,625.1053806818181,615.6749115767045,617.47119140625,2299887,82,83,100,52,75,90
126,2017-07-04,615.6749115767045,623.3091008522726,614.7776487516923,617.47119140625,1332556,60,76,93,65,80,84
127,2017-07-05,619.2675018200216,621.0637817382812,615.6749419835023,621.0637817382812,2137221,91,99,73,76,69,87
128,2017-07-06,621.0637550188387,626.4525945417788,615.6749154958987,620.6146850585938,2597735,79,94,94,85,69,92
129,2017-07-07,617.4711454184188,620.6146348860035,611.6332364071902,615.6748657226562,2031628,85,86,61,86,89,91
130,2017-07-10,616.5730895333148,626.4526292053708,616.5730895333148,620.1656494140625,1664712,93,91,61,83,81,96
131,2017-07-11,620.1656494140625,620.1656494140625,620.1656494140625,620.1656494140625,0,90,93,59,100,80,94
132,2017-07-12,583.7909698486328,583.7909698486328,554.6014213562012,560.4393310546875,9280737,88,100,55,77,84,96
133,2017-07-13,559.5411533179837,567.1753424081969,549.6616144953548,564.9299926757812,5207343,79,96,66,68,77,89
134,2017-07-14,572.5641630279277,574.3604427550741,566.7262539147018,570.7678833007812,3533269,77,86,52,93,76,85
135,2017-07-17,570.3189050669909,571.2170450749703,559.9902949752264,567.1754150390625,3079966,88,91,57,80,74,90
136,2017-07-18,565.3790550595238,569.4206845238095,560.8883556547619,565.828125,3086325,87,91,60,94,76,99
137,2017-07-19,564.9300570461919,575.7077369898395,562.6847070579321,575.2586669921875,3197756,85,95,49,88,90,94
138,2017-07-20,575.707634091006,577.9529836779443,569.1961202888846,576.6057739257812,2423643,81,94,37,76,76,96
139,2017-07-21,577.9529418945312,579.7492214342191,574.8094527000777,577.9529418945312,2145063,70,81,27,69,86,89
140,2017-07-24,574.8094556924883,576.6057352415273,567.6243374963321,573.9113159179688,3171197,86,91,26,82,79,93
141,2017-07-25,574.8095511942051,582.8928105078736,572.5642013848528,573.4623413085938,1716871,89,96,31,83,74,93
142,2017-07-26,576.1566965153577,580.2261733163386,569.9244810400262,577.50390625,2821472,86,93,28,92,80,95
143,2017-07-27,576.6058763328256,593.2214662271516,574.3605263471059,589.62890625,2781162,96,87,40,87,89,95
144,2017-07-28,585.587167719851,611.1841528118997,583.4424093725409,599.0592651367188,5211550,100,80,25,71,80,91
145,2017-07-31,597.7120966574086,599.0593064920984,585.138138200303,590.5269775390625,3855012,83,89,30,76,68,90
146,2017-08-01,589.1797792376893,594.1195487282492,586.4853595155657,592.7723388671875,1656288,55,86,9,73,84,93
147,2017-08-02,595.017607970589,596.3648176490129,590.526909042509,591.425048828125,3082466,59,89,7,82,86,93
148,2017-08-03,589.1797721646113,604.4481504066821,586.9344224231304,600.8555908203125,5134966,54,87,8,90,86,89
149,2017-08-04,605.3462385211074,626.4525242855674,581.0964633874726,588.7306518554688,5208617,56,80,11,88,76,86
150,2017-08-07,588.7307197637354,588.7307197637354,564.9300117946447,566.2772216796875,4242365,54,85,9,87,71,89
151,2017-08-08,561.3374406365073,568.0734899241454,548.7634819662495,564.0318603515625,4216764,53,89,10,80,82,93
152,2017-08-09,558.6430625093526,563.5828323546925,551.9070127202527,562.6846923828125,3786640,48,88,8,79,73,90
153,2017-08-10,562.2355455372431,564.0318252354451,555.050426744435,557.2957763671875,2785908,56,92,10,85,80,90
154,2017-08-11,557.7448842523546,557.8005794518658,551.0088349256353,552.8051147460938,1739959,58,81,10,69,86,86
155,2017-08-14,554.6013945665522,556.3976743870107,552.0057570696434,552.8051147460938,3604939,63,88,9,67,67,91
156,2017-08-15,552.3560071971318,562.2355455372431,552.3560071971318,557.2957763671875,2055185,78,87,18,58,90,96
157,2017-08-16,555.9486312866211,560.8884010314941,555.9486312866211,560.4393310546875,2179465,70,93,46,86,73,93
158,2017-08-17,563.6082093773819,563.6082093773819,555.9123543095782,556.8177490234375,1730674,72,93,77,74,77,93
159,2017-08-18,553.1961005092653,560.4392573080772,547.3110356102305,547.7637329101562,2347580,59,87,19,59,73,88
160,2017-08-21,546.8583507137267,561.7973619501116,543.6894695423723,560.4392700195312,2524135,67,89,19,73,80,90
161,2017-08-22,560.4392722291708,564.9662453489541,559.9865749171925,562.7027587890625,2427301,77,97,18,100,77,99
162,2017-08-23,560.8919619487122,560.8919619487122,553.1961077492545,555.0068969726562,2020956,89,95,54,92,85,97
163,2017-08-24,553.6488063927101,559.5338713829841,553.6488063927101,556.364990234375,1798912,100,100,100,75,72,95
164,2017-08-25,555.4596017974092,566.3243372848891,555.4596017974092,562.7027587890625,3554261,79,81,27,89,80,90
165,2017-08-29,555.9123523198342,559.5339311623087,550.0272867008132,554.5542602539062,1934791,100,99,18,92,86,100
166,2017-08-30,556.364981147255,557.7230730459057,545.9529432575993,547.31103515625,2852837,96,98,22,93,74,100
167,2017-08-31,548.2164315697779,550.9326153760692,545.0475504624382,549.121826171875,4128684,94,98,18,96,81,98
168,2017-09-01,546.8583976277467,550.0272790709539,543.6895161845396,545.9530029296875,2630704,72,75,32,74,87,90
169,2017-09-04,546.4057006835938,546.8583980329588,541.4260298405784,546.4057006835938,2164253,64,70,61,68,93,91
170,2017-09-05,543.2368131291946,546.405694539115,538.7098396864513,539.615234375,2121037,99,92,85,76,92,94
171,2017-09-06,540.5205706817677,545.0475436355514,532.3720193649572,542.3313598632812,3012933,94,100,63,93,81,96
172,2017-09-07,543.6895104734689,547.3110892276636,539.1625370307256,539.615234375,1982578,95,98,95,82,80,100
173,2017-09-08,537.8044985618201,539.6152881192672,529.2032481639459,530.5613403320312,1663396,77,86,69,75,80,93
174,2017-09-11,533.2775261288598,538.7098948160808,532.3721313476562,532.3721313476562,1950420,94,92,92,80,85,97
175,2017-09-12,529.6558854527124,533.2774641566626,526.9397014247498,531.4666748046875,2150771,90,91,89,94,82,100
176,2017-09-13,530.5612830179006,535.9936511034081,528.7504936560648,534.6355590820312,2804456,89,93,90,85,79,98
177,2017-09-14,536.4464067620085,539.6152884897166,525.0791819386394,531.0140380859375,2649823,98,94,96,98,86,93
178,2017-09-15,530.1085040814644,530.1528785820058,511.5479159795515,514.716796875,7221952,85,86,72,71,87,93
179,2017-09-18,513.8115271689069,520.1492904996247,513.3588297881413,518.3385009765625,2630149,98,91,100,77,77,99
180,2017-09-19,516.527587890625,521.0545606153456,515.3116271016265,516.527587890625,2115961,100,95,58,82,88,94
181,2017-09-20,517.4331076998001,525.5816605769623,514.9595740671595,520.1492919921875,2473813,94,88,67,86,89,93
182,2017-09-21,518.3384347698484,521.9600133533933,512.8988277161492,512.9060668945312,2302075,89,90,63,97,89,93
183,2017-09-22,511.0952860426096,523.3181139639121,509.7371940513538,521.9600219726562,3875492,84,85,59,90,95,89
184,2017-09-25,519.6964820359282,529.203125,518.7910874679213,529.203125,3216678,89,91,74,88,80,92
185,2017-09-26,526.4870620113003,534.1829176038989,524.2235750723007,528.2978515625,2190420,87,92,73,83,84,92
186,2017-09-27,528.750388368915,556.364920638182,528.2976911185991,548.6690673828125,7460210,96,91,63,100,88,90
187,2017-09-28,548.2163701324966,550.02715913376,540.5205168771271,548.6690673828125,3328481,96,84,80,86,82,90
188,2017-09-29,548.669194240196,556.4021846048192,546.4057074652777,554.1015625,2551575,75,77,61,67,86,85
189,2017-10-02,555.0068983135426,559.08117407604,552.7162234151723,556.364990234375,3147250,95,85,76,82,69,91
190,2017-10-03,557.7231992316206,557.7231992316206,548.2165537901725,549.5746459960938,1934922,100,95,73,89,76,97
191,2017-10-04,547.3110432146814,557.7230812576406,546.9126673747757,555.4595947265625,2145633,93,96,69,88,70,94
192,2017-10-05,555.9122942639636,559.0811754201914,553.6488077238009,557.7230834960938,2059082,97,91,100,82,73,100
193,2017-10-06,559.9866418330985,574.3163481315063,559.9866418330985,569.9459838867188,3062878,81,81,51,85,70,88
194,2017-10-09,567.2298012293244,572.6621696369476,567.2298012293244,571.7567749023438,1871243,87,89,81,78,81,93
195,2017-10-10,569.9459760048584,571.7567654441112,559.9866340889672,560.8920288085938,2082370,90,98,75,77,79,98
196,2017-10-11,561.3447237904247,568.1351841588573,555.4596581377832,558.1758422851562,2570746,97,97,75,92,73,96
197,2017-10-12,556.3650571571669,566.3243991079054,555.4596624343725,563.155517578125,2402163,95,100,74,85,80,99
198,2017-10-13,563.6082241888678,579.4526320977917,562.7028294512149,574.020263671875,4592549,80,82,58,86,92,89
199,2017-10-16,574.0201915885207,577.189072772369,560.8919695411491,562.7027587890625,3813605,91,98,85,86,77,96
200,2017-10-17,595.7497624478775,616.1211449024023,583.5269329751627,603.8983154296875,16151113,94,93,87,76,75,96
201,2017-10-18,607.0670922958175,625.6276819931542,599.3712380310681,622.006103515625,9355599,91,88,84,82,72,93
202,2017-10-19,621.5534703741888,627.8912333641659,614.6787924043479,625.6277465820312,5255230,88,85,77,83,81,92
203,2017-10-20,627.4385387840848,635.1343938773961,622.911565199784,628.796630859375,4119466,71,79,53,73,70,88
204,2017-10-23,628.3439342901914,633.3915208952086,627.438539572194,629.7020263671875,2688959,93,93,42,88,81,100
205,2017-10-24,626.9857892049298,641.0194061474227,626.0803945634786,637.8505249023438,2971894,93,97,58,88,84,99
206,2017-10-25,638.3031616210938,645.5463180650211,636.4923725101119,638.3031616210938,3962335,92,95,53,81,81,95
207,2017-10-26,641.4720561628627,654.1475802084238,636.945083289448,651.431396484375,3440808,84,91,34,100,82,91
208,2017-10-27,650.5259981615238,656.8637601477877,647.809814453125,647.809814453125,5618647,75,80,43,69,90,89
209,2017-10-30,645.5463284966667,650.978695917396,641.0193556460589,648.2625122070312,3378212,92,88,61,80,82,96
210,2017-10-31,645.9990757967278,648.165690033733,631.9654588733231,636.9451293945312,6841322,68,87,76,79,86,86
211,2017-11-01,636.9451298280196,643.2828923138705,631.9654593034224,637.3978271484375,5510730,88,92,66,61,77,92
212,2017-11-02,634.2290019387844,638.7559755429156,625.6277520909351,631.9655151367188,9642600,100,94,72,70,87,89
213,2017-11-03,632.8709062880205,635.5870904351793,626.5331432779831,627.8912353515625,3522779,85,83,60,70,84,87
214,2017-11-06,626.0804486705721,635.1343958675434,625.1750539508749,631.0601196289062,3697974,92,95,78,74,82,88
215,2017-11-07,632.418211708452,635.1343958675434,627.4385407501178,631.0601196289062,3020231,90,100,76,100,85,91
216,2017-11-08,629.7019688222475,633.3235473632812,627.8911795517306,633.3235473632812,4803836,91,99,74,78,88,93
217,2017-11-09,634.6816973161732,634.6816973161732,626.9858422131954,629.7020263671875,3798815,87,92,69,79,82,93
218,2017-11-10,632.8709674521442,633.3236648537552,622.9116246167027,627.4385986328125,4057540,60,79,59,58,86,85
219,2017-11-13,630.6074230554794,634.9985653471234,625.175054730522,631.9655151367188,2373444,96,93,82,74,90,91
220,2017-11-14,633.7763061523438,640.5667665754046,627.4385430908203,633.7763061523438,3594785,87,94,88,87,85,95
221,2017-11-15,635.1343930773195,636.4924851508989,626.0804459201232,627.8912353515625,2228142,93,99,94,80,95,99
222,2017-11-16,631.0601176515254,635.2023095333423,628.343933500945,628.796630859375,3215616,82,91,69,81,80,94
223,2017-11-17,627.438541141633,631.5128173828125,624.2696596207156,631.5128173828125,3341549,84,84,45,61,90,91
224,2017-11-20,632.4182097268157,633.3236044436758,628.343933500945,628.796630859375,1994183,69,87,73,82,78,90
225,2017-11-21,630.1546661398768,636.4924285866858,627.4384822341015,633.3235473632812,2437520,72,85,76,70,87,89
226,2017-11-22,631.9654593034224,640.566708391363,631.5127619830045,637.3978271484375,2682448,61,74,100,60,81,81
227,2017-11-23,637.8505292036233,642.3775024414062,633.3235559658403,642.3775024414062,1871847,51,62,74,57,73,76
228,2017-11-24,639.20868075096,644.6410491426111,637.8505886530471,641.0194702148438,1693155,45,57,60,49,86,85
229,2017-11-27,639.6613666559176,639.6613666559176,626.9858406358428,627.8912353515625,4165181,82,93,89,71,93,98
230,2017-11-28,625.6277555743994,637.3978870106761,624.7223608485319,636.039794921875,3189879,90,91,69,73,96,100
231,2017-11-29,636.4924965551344,643.7356544106693,631.965522895425,641.0194702148438,6233091,92,91,63,91,98,100
232,2017-11-30,638.3032860190181,645.0937465085821,635.1344044572215,641.0194702148438,3805984,95,88,74,80,91,94
233,2017-12-01,638.7559272536215,651.8841497131219,637.8505326012422,645.9990844726562,5401725,84,80,69,79,78,86
234,2017-12-04,647.8098746340453,650.5260585947751,640.5667174054327,646.9044799804688,3007923,99,94,100,87,87,96
235,2017-12-05,641.9247497515942,651.4313927309901,640.5666578973947,647.809814453125,4685283,96,93,91,95,83,96
236,2017-12-06,645.5463934910282,654.6003401038055,643.7356041684727,652.78955078125,3826074,100,96,99,95,83,100
237,2017-12-07,654.6003533910701,672.7082469841841,652.7895640317588,667.27587890625,7295130,92,91,76,94,81,93
238,2017-12-08,665.4650924239587,674.0663419178738,665.0123950821737,670.4447631835938,3715859,87,79,50,72,80,92
239,2017-12-11,670.8974026095482,678.5932567555417,669.5393107014318,673.6135864257812,3465141,98,85,74,81,81,98
240,2017-12-12,673.6137114336146,679.9514748476406,669.9921323398855,677.2352905273438,3553952,97,87,81,100,80,97
241,2017-12-13,677.2352947988626,681.4454026262417,670.4448339552912,677.5992431640625,4159533,90,86,86,87,85,93
242,2017-12-14,679.0460726109948,681.309559519698,666.8232433039968,668.1813354492188,3717195,87,83,60,82,92,93
243,2017-12-15,669.9921150996767,669.9921150996767,655.9584964725889,656.4111938476562,7478120,74,73,70,77,93,92
244,2017-12-18,657.7692256538664,663.2015936565136,654.600344318989,657.3165283203125,2729096,74,74,47,80,100,94
245,2017-12-19,657.7691589779323,657.7691589779323,650.0733050876194,651.8840942382812,3548686,83,75,56,73,98,97
246,2017-12-20,654.600283996204,660.0326514982471,654.147586704367,657.7691650390625,3751755,71,74,41,77,83,92
247,2017-12-21,659.5800187608953,664.5596894584723,654.1476507271748,661.3908081054688,3261850,64,67,38,48,87,92
248,2017-12-22,659.1273251488095,665.917785229326,659.1273251488095,665.465087890625,1142102,63,50,34,52,91,85
249,2017-12-27,665.9177831447978,666.8231778193659,659.1273230855375,663.2015991210938,1884842,44,55,32,49,74,85
250,2017-12-28,661.8435075247272,666.3704809004093,661.390810187159,663.654296875,817299,48,58,45,62,79,82
251,2017-12-29,661.8434493852698,670.4446980434915,661.8434493852698,666.3704223632812,996306,44,54,41,44,81,82
252,2018-01-02,670.7164248535071,670.7164248535071,659.4895630245909,665.1029663085938,2569448,58,72,44,68,82,95
253,2018-01-03,663.4732106895659,669.810973451837,663.2921207013198,666.5515747070312,3462818,56,78,62,67,87,96
254,2018-01-04,666.1893904231596,669.0866644336461,664.1975110871437,664.3786010742188,2537856,58,81,71,84,89,92
255,2018-01-05,663.835389840821,671.8028519655902,662.2056904704441,665.6461791992188,3721625,54,73,56,75,80,95
256,2018-01-08,663.8353813367476,668.000174703347,656.5922239959448,658.9462280273438,3802293,83,89,77,82,80,95
257,2018-01-09,660.5759382960421,669.9920650990945,658.5841142031209,668.3623657226562,5604629,93,96,86,96,89,100
258,2018-01-10,670.173145847801,670.173145847801,653.694951800105,658.4030151367188,7685958,89,92,100,83,92,100
259,2018-01-11,658.5841631421591,658.9462878855513,652.7896146387823,654.781494140625,3889336,91,91,80,94,93,95
260,2018-01-12,653.3327671634459,657.8597404815432,650.4355484485874,654.600341796875,6653043,80,78,54,80,94,91
261,2018-01-15,654.419198971844,664.0164147878401,654.419198971844,660.3948364257812,4738339,64,76,82,76,86,90
262,2018-01-16,660.7569508550532,660.9380408225269,648.0814267844842,650.4354858398438,6854680,92,92,80,94,89,94
263,2018-01-17,647.9003656693619,648.6247255715141,606.7954832237133,620.1953125,13760337,94,92,75,78,94,93
264,2018-01-18,620.1953084526411,625.0844614557525,610.0548777586074,614.9440307617188,13643096,88,88,65,77,97,89
265,2018-01-19,615.8495527207418,624.5413206781499,610.9603987066292,622.91162109375,5235528,75,84,50,72,92,89
266,2018-01-22,620.1953160369791,629.6114422096387,613.1332490379355,626.1708984375,4608169,90,88,64,79,100,91
267,2018-01-23,626.1709610632736,633.5952087579865,620.919682782933,627.9817504882812,3929525,100,91,66,100,87,94
268,2018-01-24,626.3520526151146,632.3276908890404,623.2737437414934,625.808837890625,5012140,100,96,64,100,92,95
269,2018-01-25,623.6358036709521,626.1708975566705,618.7467058758311,620.5574951171875,4273337,94,91,62,97,96,93
270,2018-01-26,620.0142906634163,632.3276919615092,618.9278059516864,628.3439331054688,4271723,86,77,44,75,91,88
271,2018-01-29,626.7141719328548,633.5951489944764,624.179078029147,625.08447265625,3715314,92,96,65,94,84,91
